$Tulloch dam release year 2006 YC 04/11/2023,,
",,,",,
Jday,spillway,low outlet
76,28.88291094,52.18745576
77,29.16607674,52.10250602
78,28.74132805,52.24408891
79,28.85459437,52.30072207
80,29.42092595,52.10250602
81,29.78904148,51.67775733
82,29.64745859,51.8476568
83,28.51479541,52.49893813
84,28.79796121,52.21577233
85,29.7607249,51.8476568
86,33.21534759,54.22624947
87,37.12303554,52.38567181
88,38.22738213,50.79994337
89,37.78847515,50.00707914
90,37.34956817,51.93260654
91,38.05748266,51.05479258
92,37.80263344,51.81934022
93,38.72292227,49.80886309
94,39.6432111,54.62268158
95,66.74217754,60.37094719
96,84.38340648,59.91788192
97,95.51182217,55.78366133
98,51.13974232,64.36358488
99,35.62225683,56.01019397
100,35.50899051,53.09358629
101,33.44188022,56.3783095
102,46.38255699,52.49893813
103,51.3096418,51.45122469
104,49.58233045,52.47062155
105,49.18589834,52.15913918
106,47.88333569,51.93260654
107,65.298032,58.58700269
108,86.02576809,59.97451508
109,89.36712445,55.01911369
110,88.71584313,54.96248053
111,91.40591817,55.35891264
112,93.81282741,53.26348577
113,98.03199773,52.04587286
114,101.4583038,54.31119921
115,98.37179669,57.73750531
116,101.1468215,57.68087215
117,101.2317712,58.0206711
118,100.6088065,59.83293218
119,99.5894096,60.0877814
120,100.976922,60.85232904
121,97.83378168,60.88064562
122,99.67435934,59.54976639
123,103.5254141,57.31275662
124,98.03199773,60.34263061
125,96.0215206,60.11609798
126,91.91561659,57.85077163
127,96.38963613,57.93572136
128,95.54013875,57.73750531
129,97.23913351,56.83137477
130,99.02307801,56.68979187
131,99.24961065,57.90740479
132,99.36287696,58.27552032
133,98.68327906,58.61531927
134,93.52966162,57.31275662
135,91.03780263,55.98187739
136,91.85898343,56.3783095
137,92.62353108,56.09514371
138,93.52966162,54.7359479
139,92.62353108,55.6987116
140,93.52966162,54.76426448
141,92.85006371,54.7359479
142,93.84114399,53.82981736
143,84.04360753,53.7731842
144,79.68285431,54.11298315
145,78.69177403,55.21732975
146,75.5769503,56.2367266
147,74.86903582,56.91632451
148,68.29958941,57.22780688
149,63.00438907,57.31275662
150,63.5140875,57.85077163
151,55.58544528,56.91632451
152,53.17853603,57.36938978
153,45.90117514,58.0206711
154,41.79527113,59.49313323
155,41.45547218,60.00283166
156,34.94265893,58.64363585
157,29.44924253,55.01911369
158,27.9767804,53.57496814
159,28.17499646,53.37675209
160,28.2599462,53.80150078
161,28.20331304,53.88645052
162,28.00509698,54.56604842
163,27.92014725,54.90584737
164,27.94846383,54.93416395
165,28.23162962,54.93416395
166,28.4015291,55.5571287
167,30.63853886,55.78366133
168,33.44188022,55.89692765
169,33.38524706,55.98187739
170,33.58346312,55.78366133
171,33.75336259,55.81197791
172,33.55514654,55.81197791
173,33.6117797,55.98187739
174,33.52682996,56.88800793
175,33.80999575,56.49157582
176,33.80999575,55.95356081
177,28.76964463,55.81197791
178,25.56987116,55.72702817
179,25.48492142,56.09514371
180,25.48492142,56.15177687
181,25.48492142,57.65255557
182,23.27622823,57.79413847
183,22.59663033,57.73750531
184,22.62494691,57.45433952
185,22.53999717,57.68087215
186,22.59663033,57.53928925
187,22.48336401,56.57652556
188,24.63542404,57.36938978
189,27.9767804,56.09514371
190,27.92014725,56.49157582
191,28.00509698,56.97295767
192,27.35381566,55.78366133
193,28.14667988,54.93416395
194,26.41936854,56.06682713
195,25.45660484,57.68087215
196,25.45660484,57.73750531
197,25.39997168,58.78521875
198,25.28670537,59.26660059
199,25.25838879,59.40818349
200,25.31502195,59.15333428
201,25.3716551,59.20996744
202,26.58926802,57.99235452
203,27.77856435,56.12346029
204,27.77856435,56.09514371
205,27.86351409,56.06682713
206,27.94846383,57.59592241
207,28.00509698,58.75690217
208,27.89183067,57.36938978
209,28.09004672,57.28444004
210,28.1183633,57.51097267
211,2.803341356,57.31275662
212,28.20331304,57.22780688
213,28.1183633,57.79413847
214,28.00509698,57.31275662
215,27.80688093,57.22780688
216,26.64590118,57.3410732
217,25.6548209,57.59592241
218,25.54155458,57.62423899
219,25.54155458,56.20841002
220,25.28670537,55.78366133
221,25.23007221,55.78366133
222,25.28670537,56.20841002
223,25.31502195,56.29335976
224,25.513238,56.03851055
225,25.45660484,55.58544528
226,24.35225825,55.50049554
227,22.59663033,55.92524423
228,22.45504743,55.75534475
229,22.48336401,55.16069659
230,20.9825853,56.34999292
231,19.68002265,31.71456888
232,21.1241682,57.4826561
233,23.84255982,57.65255557
234,24.94690641,59.04006796
235,25.06017273,58.55868611
236,25.20175563,57.56760583
237,25.17343905,58.72858559
238,25.14512247,69.43225258
239,25.06017273,56.01019397
240,25.14512247,55.16069659
241,21.46396715,55.58544528
242,19.68002265,55.50049554
243,19.76497239,55.50049554
244,19.68002265,56.43494266
245,18.23587711,57.02959083
246,16.82004814,56.91632451
247,16.76341498,57.22780688
248,7.758742744,54.93416395
249,0.001,47.65680306
250,0.001,48.78946623
251,0.001,48.70451649
252,0.001,47.91165227
253,6.484496673,52.89537024
254,16.5935155,56.20841002
255,15.48916891,55.86861107
256,14.07333994,55.52881212
257,12.60087781,58.58700269
258,11.35494832,57.85077163
259,11.32663174,58.33215348
260,11.29831516,58.33215348
261,12.88404361,57.59592241
262,19.25527396,55.98187739
263,21.83208268,56.03851055
264,21.20911794,56.80305819
265,21.03921846,56.66147529
266,21.01090188,56.29335976
267,21.15248478,56.40662608
268,21.09585162,56.20841002
269,19.11369107,56.32167634
270,18.34914342,55.67039502
271,18.49072632,54.90584737
272,18.40577658,54.65099816
273,18.37746,54.70763132
274,18.17924395,54.36783237
275,17.30142999,54.50941526
276,15.57411865,54.93416395
277,15.65906838,55.35891264
278,15.57411865,56.77474161
279,14.809571,58.3038369
280,15.29095285,58.33215348
281,15.06442022,57.79413847
282,14.809571,55.95356081
283,14.75293785,55.95356081
284,12.91236019,55.33059606
285,3.199773467,48.10986833
286,0.001,42.67308509
287,0.001,42.44655246
288,0.001,42.30496956
289,0.001,42.2483364
290,0.001,42.33328614
291,0.001,42.36160272
292,0.001,42.70140167
293,0.001,43.23941668
294,0.001,43.18278352
295,0.001,43.2111001
296,0.001,43.40931615
297,0.001,43.32436642
298,0.001,43.09783378
299,0.001,43.18278352
300,0.001,43.46594931
301,0.001,42.98456746
302,0.001,42.98456746
303,0.001,37.63273397
304,0.001,31.0066544
305,0.001,23.38949455
306,0.001,18.40577658
307,0.001,18.37746
308,0.001,18.37746
309,0.001,18.32082684
310,0.001,18.32082684
311,0.001,18.37746
312,0.001,18.23587711
313,0.001,18.00934447
314,0.001,18.12261079
315,0.001,18.15092737
316,0.001,18.15092737
317,0.001,18.03766105
318,0.001,18.32082684
319,0.001,18.43409316
320,0.001,18.23587711
321,0.001,17.95271131
322,0.001,17.6978621
323,0.001,17.4146963
324,0.001,17.35806315
325,0.001,17.13153051
326,0.001,17.13153051
327,0.001,17.32974657
328,0.001,17.13153051
329,0.001,17.13153051
330,0.001,17.24479683
331,0.001,17.21648025
332,0.001,17.32974657
333,0.001,17.24479683
334,0.001,17.52796262
335,0.001,17.44301288
336,0.001,17.5562792
337,0.001,17.81112842
338,0.001,17.5562792
339,0.001,17.6978621
340,0.001,17.52796262
341,0.001,17.44301288
342,0.001,17.30142999
343,0.001,17.24479683
344,0.001,17.15984709
345,0.001,20.81268583
346,0.001,22.0869319
347,0.001,28.96786068
348,0.001,32.73396574
349,0.001,33.01713153
350,0.001,33.04544811
351,0.001,33.21534759
352,0.001,33.15871443
353,0.001,33.04544811
354,0.001,32.96049837
355,0.001,33.24366417
356,0.001,33.52682996
357,0.001,33.69672944
358,0.001,33.75336259
359,0.001,33.83831233
360,0.001,33.72504601
361,0.001,33.41356364
362,0.001,33.75336259
363,0.001,33.69672944
364,0.001,33.78167917
365,0.001,33.69672944
366,0.001,33.38524706
